"Leveringssektor";"måned";"statistikkvariabel";"11117: Konsumprisindeks for varer og tjenester, etter Leveringssektor, måned og statistikkvariabel"
"B121 Importerte jordbruksvarer";"2017M01";"Månedsendring (prosent)";0,2
"B121 Importerte jordbruksvarer";"2017M01";"12-måneders endring (prosent)";3,6
"B121 Importerte jordbruksvarer";"2017M01";"Konsumprisindeksen. Vekter";22,2
"B121 Importerte jordbruksvarer";"2017M02";"Konsumprisindeksen (2015=100)";99,1
"B121 Importerte jordbruksvarer";"2017M02";"Månedsendring (prosent)";3,4
"B121 Importerte jordbruksvarer";"2017M02";"12-måneders endring (prosent)";4,1
"B121 Importerte jordbruksvarer";"2017M02";"Konsumprisindeksen. Vekter";22,2
"B121 Importerte jordbruksvarer";"2017M03";"Konsumprisindeksen (2015=100)";98,6
"B121 Importerte jordbruksvarer";"2017M03";"Månedsendring (prosent)";-0,5
"B121 Importerte jordbruksvarer";"2017M03";"12-måneders endring (prosent)";3,8
"B121 Importerte jordbruksvarer";"2017M03";"Konsumprisindeksen. Vekter";22,2
"B121 Importerte jordbruksvarer";"2017M04";"Konsumprisindeksen (2015=100)";95,3
"B121 Importerte jordbruksvarer";"2017M04";"Månedsendring (prosent)";-3,3
"B121 Importerte jordbruksvarer";"2017M04";"12-måneders endring (prosent)";-3,1
"B121 Importerte jordbruksvarer";"2017M04";"Konsumprisindeksen. Vekter";22,2
"B121 Importerte jordbruksvarer";"2017M05";"Konsumprisindeksen (2015=100)";101,1
"B121 Importerte jordbruksvarer";"2017M05";"Månedsendring (prosent)";6,1
"B121 Importerte jordbruksvarer";"2017M05";"12-måneders endring (prosent)";1,3
"B121 Importerte jordbruksvarer";"2017M05";"Konsumprisindeksen. Vekter";22,2
"B121 Importerte jordbruksvarer";"2017M06";"Konsumprisindeksen (2015=100)";102,3
"B121 Importerte jordbruksvarer";"2017M06";"Månedsendring (prosent)";1,2
"B121 Importerte jordbruksvarer";"2017M06";"12-måneders endring (prosent)";-0,5
"B121 Importerte jordbruksvarer";"2017M06";"Konsumprisindeksen. Vekter";22,2
"B121 Importerte jordbruksvarer";"2017M07";"Konsumprisindeksen (2015=100)";105,5
"B121 Importerte jordbruksvarer";"2017M07";"Månedsendring (prosent)";3,1
"B121 Importerte jordbruksvarer";"2017M07";"12-måneders endring (prosent)";-0,7
"B121 Importerte jordbruksvarer";"2017M07";"Konsumprisindeksen. Vekter";22,2
"B121 Importerte jordbruksvarer";"2017M08";"Konsumprisindeksen (2015=100)";102,5
"B121 Importerte jordbruksvarer";"2017M08";"Månedsendring (prosent)";-2,8
"B121 Importerte jordbruksvarer";"2017M08";"12-måneders endring (prosent)";-2,6
"B121 Importerte jordbruksvarer";"2017M08";"Konsumprisindeksen. Vekter";22,2
"B121 Importerte jordbruksvarer";"2017M09";"Konsumprisindeksen (2015=100)";102,2
"B121 Importerte jordbruksvarer";"2017M09";"Månedsendring (prosent)";-0,3
"B121 Importerte jordbruksvarer";"2017M09";"12-måneders endring (prosent)";-2,6
"B121 Importerte jordbruksvarer";"2017M09";"Konsumprisindeksen. Vekter";22,2
"B121 Importerte jordbruksvarer";"2017M10";"Konsumprisindeksen (2015=100)";102,7
"B121 Importerte jordbruksvarer";"2017M10";"Månedsendring (prosent)";0,5
"B121 Importerte jordbruksvarer";"2017M10";"12-måneders endring (prosent)";-0,6
"B121 Importerte jordbruksvarer";"2017M10";"Konsumprisindeksen. Vekter";22,2
"B121 Importerte jordbruksvarer";"2017M11";"Konsumprisindeksen (2015=100)";102,2
"B121 Importerte jordbruksvarer";"2017M11";"Månedsendring (prosent)";-0,5
"B121 Importerte jordbruksvarer";"2017M11";"12-måneders endring (prosent)";3,9
"B121 Importerte jordbruksvarer";"2017M11";"Konsumprisindeksen. Vekter";22,2
"B121 Importerte jordbruksvarer";"2017M12";"Konsumprisindeksen (2015=100)";99,6
"B121 Importerte jordbruksvarer";"2017M12";"Månedsendring (prosent)";-2,5
"B121 Importerte jordbruksvarer";"2017M12";"12-måneders endring (prosent)";4,2
"B121 Importerte jordbruksvarer";"2017M12";"Konsumprisindeksen. Vekter";22,2
"B121 Importerte jordbruksvarer";"2018M01";"Konsumprisindeksen (2015=100)";102
"B121 Importerte jordbruksvarer";"2018M01";"Månedsendring (prosent)";2,4
"B121 Importerte jordbruksvarer";"2018M01";"12-måneders endring (prosent)";6,5
"B121 Importerte jordbruksvarer";"2018M01";"Konsumprisindeksen. Vekter";21,2
"B121 Importerte jordbruksvarer";"2018M02";"Konsumprisindeksen (2015=100)";103,8
"B121 Importerte jordbruksvarer";"2018M02";"Månedsendring (prosent)";1,8
"B121 Importerte jordbruksvarer";"2018M02";"12-måneders endring (prosent)";4,7
"B121 Importerte jordbruksvarer";"2018M02";"Konsumprisindeksen. Vekter";21,2
"B121 Importerte jordbruksvarer";"2018M03";"Konsumprisindeksen (2015=100)";101,6
"B121 Importerte jordbruksvarer";"2018M03";"Månedsendring (prosent)";-2,1
"B121 Importerte jordbruksvarer";"2018M03";"12-måneders endring (prosent)";3
"B121 Importerte jordbruksvarer";"2018M03";"Konsumprisindeksen. Vekter";21,2
"B121 Importerte jordbruksvarer";"2018M04";"Konsumprisindeksen (2015=100)";103,4
"B121 Importerte jordbruksvarer";"2018M04";"Månedsendring (prosent)";1,8
"B121 Importerte jordbruksvarer";"2018M04";"12-måneders endring (prosent)";8,5
"B121 Importerte jordbruksvarer";"2018M04";"Konsumprisindeksen. Vekter";21,2
"B121 Importerte jordbruksvarer";"2018M05";"Konsumprisindeksen (2015=100)";103,5
"B121 Importerte jordbruksvarer";"2018M05";"Månedsendring (prosent)";0,1
"B121 Importerte jordbruksvarer";"2018M05";"12-måneders endring (prosent)";2,4
"B121 Importerte jordbruksvarer";"2018M05";"Konsumprisindeksen. Vekter";21,2
"B121 Importerte jordbruksvarer";"2018M06";"Konsumprisindeksen (2015=100)";104,5
"B121 Importerte jordbruksvarer";"2018M06";"Månedsendring (prosent)";1
"B121 Importerte jordbruksvarer";"2018M06";"12-måneders endring (prosent)";2,2
"B121 Importerte jordbruksvarer";"2018M06";"Konsumprisindeksen. Vekter";21,2
"B121 Importerte jordbruksvarer";"2018M07";"Konsumprisindeksen (2015=100)";107,5
"B121 Importerte jordbruksvarer";"2018M07";"Månedsendring (prosent)";2,9
"B121 Importerte jordbruksvarer";"2018M07";"12-måneders endring (prosent)";1,9
"B121 Importerte jordbruksvarer";"2018M07";"Konsumprisindeksen. Vekter";21,2
"B121 Importerte jordbruksvarer";"2018M08";"Konsumprisindeksen (2015=100)";106,5
"B121 Importerte jordbruksvarer";"2018M08";"Månedsendring (prosent)";-0,9
"B121 Importerte jordbruksvarer";"2018M08";"12-måneders endring (prosent)";3,9
"B121 Importerte jordbruksvarer";"2018M08";"Konsumprisindeksen. Vekter";21,2
"B121 Importerte jordbruksvarer";"2018M09";"Konsumprisindeksen (2015=100)";106,4
"B121 Importerte jordbruksvarer";"2018M09";"Månedsendring (prosent)";-0,1
"B121 Importerte jordbruksvarer";"2018M09";"12-måneders endring (prosent)";4,1
"B121 Importerte jordbruksvarer";"2018M09";"Konsumprisindeksen. Vekter";21,2
"B121 Importerte jordbruksvarer";"2018M10";"Konsumprisindeksen (2015=100)";105,6
"B121 Importerte jordbruksvarer";"2018M10";"Månedsendring (prosent)";-0,8
"B121 Importerte jordbruksvarer";"2018M10";"12-måneders endring (prosent)";2,8
"B121 Importerte jordbruksvarer";"2018M10";"Konsumprisindeksen. Vekter";21,2
"B121 Importerte jordbruksvarer";"2018M11";"Konsumprisindeksen (2015=100)";106,1
"B121 Importerte jordbruksvarer";"2018M11";"Månedsendring (prosent)";0,5
"B121 Importerte jordbruksvarer";"2018M11";"12-måneders endring (prosent)";3,8
"B121 Importerte jordbruksvarer";"2018M11";"Konsumprisindeksen. Vekter";21,2
"B121 Importerte jordbruksvarer";"2018M12";"Konsumprisindeksen (2015=100)";102,4
"B121 Importerte jordbruksvarer";"2018M12";"Månedsendring (prosent)";-3,5
"B121 Importerte jordbruksvarer";"2018M12";"12-måneders endring (prosent)";2,8
"B121 Importerte jordbruksvarer";"2018M12";"Konsumprisindeksen. Vekter";21,2
"B121 Importerte jordbruksvarer";"2019M01";"Konsumprisindeksen (2015=100)";104,5
"B121 Importerte jordbruksvarer";"2019M01";"Månedsendring (prosent)";2,1
"B121 Importerte jordbruksvarer";"2019M01";"12-måneders endring (prosent)";2,5
"B121 Importerte jordbruksvarer";"2019M01";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2019M02";"Konsumprisindeksen (2015=100)";104,8
"B121 Importerte jordbruksvarer";"2019M02";"Månedsendring (prosent)";0,3
"B121 Importerte jordbruksvarer";"2019M02";"12-måneders endring (prosent)";1
"B121 Importerte jordbruksvarer";"2019M02";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2019M03";"Konsumprisindeksen (2015=100)";104,4
"B121 Importerte jordbruksvarer";"2019M03";"Månedsendring (prosent)";-0,4
"B121 Importerte jordbruksvarer";"2019M03";"12-måneders endring (prosent)";2,8
"B121 Importerte jordbruksvarer";"2019M03";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2019M04";"Konsumprisindeksen (2015=100)";104,3
"B121 Importerte jordbruksvarer";"2019M04";"Månedsendring (prosent)";-0,1
"B121 Importerte jordbruksvarer";"2019M04";"12-måneders endring (prosent)";0,9
"B121 Importerte jordbruksvarer";"2019M04";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2019M05";"Konsumprisindeksen (2015=100)";104,4
"B121 Importerte jordbruksvarer";"2019M05";"Månedsendring (prosent)";0,1
"B121 Importerte jordbruksvarer";"2019M05";"12-måneders endring (prosent)";0,9
"B121 Importerte jordbruksvarer";"2019M05";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2019M06";"Konsumprisindeksen (2015=100)";106,8
"B121 Importerte jordbruksvarer";"2019M06";"Månedsendring (prosent)";2,3
"B121 Importerte jordbruksvarer";"2019M06";"12-måneders endring (prosent)";2,2
"B121 Importerte jordbruksvarer";"2019M06";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2019M07";"Konsumprisindeksen (2015=100)";110,6
"B121 Importerte jordbruksvarer";"2019M07";"Månedsendring (prosent)";3,6
"B121 Importerte jordbruksvarer";"2019M07";"12-måneders endring (prosent)";2,9
"B121 Importerte jordbruksvarer";"2019M07";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2019M08";"Konsumprisindeksen (2015=100)";109,4
"B121 Importerte jordbruksvarer";"2019M08";"Månedsendring (prosent)";-1,1
"B121 Importerte jordbruksvarer";"2019M08";"12-måneders endring (prosent)";2,7
"B121 Importerte jordbruksvarer";"2019M08";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2019M09";"Konsumprisindeksen (2015=100)";111
"B121 Importerte jordbruksvarer";"2019M09";"Månedsendring (prosent)";1,5
"B121 Importerte jordbruksvarer";"2019M09";"12-måneders endring (prosent)";4,3
"B121 Importerte jordbruksvarer";"2019M09";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2019M10";"Konsumprisindeksen (2015=100)";109,2
"B121 Importerte jordbruksvarer";"2019M10";"Månedsendring (prosent)";-1,6
"B121 Importerte jordbruksvarer";"2019M10";"12-måneders endring (prosent)";3,4
"B121 Importerte jordbruksvarer";"2019M10";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2019M11";"Konsumprisindeksen (2015=100)";107,9
"B121 Importerte jordbruksvarer";"2019M11";"Månedsendring (prosent)";-1,2
"B121 Importerte jordbruksvarer";"2019M11";"12-måneders endring (prosent)";1,7
"B121 Importerte jordbruksvarer";"2019M11";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2019M12";"Konsumprisindeksen (2015=100)";105
"B121 Importerte jordbruksvarer";"2019M12";"Månedsendring (prosent)";-2,7
"B121 Importerte jordbruksvarer";"2019M12";"12-måneders endring (prosent)";2,5
"B121 Importerte jordbruksvarer";"2019M12";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2020M01";"Konsumprisindeksen (2015=100)";107,7
"B121 Importerte jordbruksvarer";"2020M01";"Månedsendring (prosent)";2,6
"B121 Importerte jordbruksvarer";"2020M01";"12-måneders endring (prosent)";3,1
"B121 Importerte jordbruksvarer";"2020M01";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2020M02";"Konsumprisindeksen (2015=100)";107,7
"B121 Importerte jordbruksvarer";"2020M02";"Månedsendring (prosent)";0
"B121 Importerte jordbruksvarer";"2020M02";"12-måneders endring (prosent)";2,8
"B121 Importerte jordbruksvarer";"2020M02";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2020M03";"Konsumprisindeksen (2015=100)";109,8
"B121 Importerte jordbruksvarer";"2020M03";"Månedsendring (prosent)";1,9
"B121 Importerte jordbruksvarer";"2020M03";"12-måneders endring (prosent)";5,2
"B121 Importerte jordbruksvarer";"2020M03";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2020M04";"Konsumprisindeksen (2015=100)";114,5
"B121 Importerte jordbruksvarer";"2020M04";"Månedsendring (prosent)";4,3
"B121 Importerte jordbruksvarer";"2020M04";"12-måneders endring (prosent)";9,8
"B121 Importerte jordbruksvarer";"2020M04";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2020M05";"Konsumprisindeksen (2015=100)";117
"B121 Importerte jordbruksvarer";"2020M05";"Månedsendring (prosent)";2,2
"B121 Importerte jordbruksvarer";"2020M05";"12-måneders endring (prosent)";12,1
"B121 Importerte jordbruksvarer";"2020M05";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2020M06";"Konsumprisindeksen (2015=100)";114,5
"B121 Importerte jordbruksvarer";"2020M06";"Månedsendring (prosent)";-2,1
"B121 Importerte jordbruksvarer";"2020M06";"12-måneders endring (prosent)";7,2
"B121 Importerte jordbruksvarer";"2020M06";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2020M07";"Konsumprisindeksen (2015=100)";116,7
"B121 Importerte jordbruksvarer";"2020M07";"Månedsendring (prosent)";1,9
"B121 Importerte jordbruksvarer";"2020M07";"12-måneders endring (prosent)";5,5
"B121 Importerte jordbruksvarer";"2020M07";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2020M08";"Konsumprisindeksen (2015=100)";117,4
"B121 Importerte jordbruksvarer";"2020M08";"Månedsendring (prosent)";0,6
"B121 Importerte jordbruksvarer";"2020M08";"12-måneders endring (prosent)";7,3
"B121 Importerte jordbruksvarer";"2020M08";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2020M09";"Konsumprisindeksen (2015=100)";117,1
"B121 Importerte jordbruksvarer";"2020M09";"Månedsendring (prosent)";-0,3
"B121 Importerte jordbruksvarer";"2020M09";"12-måneders endring (prosent)";5,5
"B121 Importerte jordbruksvarer";"2020M09";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2020M10";"Konsumprisindeksen (2015=100)";114,6
"B121 Importerte jordbruksvarer";"2020M10";"Månedsendring (prosent)";-2,1
"B121 Importerte jordbruksvarer";"2020M10";"12-måneders endring (prosent)";4,9
"B121 Importerte jordbruksvarer";"2020M10";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2020M11";"Konsumprisindeksen (2015=100)";112,9
"B121 Importerte jordbruksvarer";"2020M11";"Månedsendring (prosent)";-1,5
"B121 Importerte jordbruksvarer";"2020M11";"12-måneders endring (prosent)";4,6
"B121 Importerte jordbruksvarer";"2020M11";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2020M12";"Konsumprisindeksen (2015=100)";109,2
"B121 Importerte jordbruksvarer";"2020M12";"Månedsendring (prosent)";-3,3
"B121 Importerte jordbruksvarer";"2020M12";"12-måneders endring (prosent)";4
"B121 Importerte jordbruksvarer";"2020M12";"Konsumprisindeksen. Vekter";20,9
"B121 Importerte jordbruksvarer";"2021M01";"Konsumprisindeksen (2015=100)";108,8
"B121 Importerte jordbruksvarer";"2021M01";"Månedsendring (prosent)";-0,4
"B121 Importerte jordbruksvarer";"2021M01";"12-måneders endring (prosent)";1
"B121 Importerte jordbruksvarer";"2021M01";"Konsumprisindeksen. Vekter";22,8
"B121 Importerte jordbruksvarer";"2021M02";"Konsumprisindeksen (2015=100)";110,6
"B121 Importerte jordbruksvarer";"2021M02";"Månedsendring (prosent)";1,7
"B121 Importerte jordbruksvarer";"2021M02";"12-måneders endring (prosent)";2,7
"B121 Importerte jordbruksvarer";"2021M02";"Konsumprisindeksen. Vekter";22,8
"B121 Importerte jordbruksvarer";"2021M03";"Konsumprisindeksen (2015=100)";110,4
"B121 Importerte jordbruksvarer";"2021M03";"Månedsendring (prosent)";-0,2
"B121 Importerte jordbruksvarer";"2021M03";"12-måneders endring (prosent)";0,5
"B121 Importerte jordbruksvarer";"2021M03";"Konsumprisindeksen. Vekter";22,8
"B121 Importerte jordbruksvarer";"2021M04";"Konsumprisindeksen (2015=100)";109,5
"B121 Importerte jordbruksvarer";"2021M04";"Månedsendring (prosent)";-0,8
"B121 Importerte jordbruksvarer";"2021M04";"12-måneders endring (prosent)";-4,4
"B121 Importerte jordbruksvarer";"2021M04";"Konsumprisindeksen. Vekter";22,8
"B121 Importerte jordbruksvarer";"2021M05";"Konsumprisindeksen (2015=100)";108,6
"B121 Importerte jordbruksvarer";"2021M05";"Månedsendring (prosent)";-0,8
"B121 Importerte jordbruksvarer";"2021M05";"12-måneders endring (prosent)";-7,2
"B121 Importerte jordbruksvarer";"2021M05";"Konsumprisindeksen. Vekter";22,8
"B121 Importerte jordbruksvarer";"2021M06";"Konsumprisindeksen (2015=100)";110,5
"B121 Importerte jordbruksvarer";"2021M06";"Månedsendring (prosent)";1,7
"B121 Importerte jordbruksvarer";"2021M06";"12-måneders endring (prosent)";-3,5
"B121 Importerte jordbruksvarer";"2021M06";"Konsumprisindeksen. Vekter";22,8
"B121 Importerte jordbruksvarer";"2021M07";"Konsumprisindeksen (2015=100)";113,1
"B121 Importerte jordbruksvarer";"2021M07";"Månedsendring (prosent)";2,4
"B121 Importerte jordbruksvarer";"2021M07";"12-måneders endring (prosent)";-3,1
"B121 Importerte jordbruksvarer";"2021M07";"Konsumprisindeksen. Vekter";22,8
"B121 Importerte jordbruksvarer";"2021M08";"Konsumprisindeksen (2015=100)";113,2
"B121 Importerte jordbruksvarer";"2021M08";"Månedsendring (prosent)";0,1
"B121 Importerte jordbruksvarer";"2021M08";"12-måneders endring (prosent)";-3,6
"B121 Importerte jordbruksvarer";"2021M08";"Konsumprisindeksen. Vekter";22,8
"B121 Importerte jordbruksvarer";"2021M09";"Konsumprisindeksen (2015=100)";112
"B121 Importerte jordbruksvarer";"2021M09";"Månedsendring (prosent)";-1,1
"B121 Importerte jordbruksvarer";"2021M09";"12-måneders endring (prosent)";-4,4
"B121 Importerte jordbruksvarer";"2021M09";"Konsumprisindeksen. Vekter";22,8
"B121 Importerte jordbruksvarer";"2021M10";"Konsumprisindeksen (2015=100)";108,6
"B121 Importerte jordbruksvarer";"2021M10";"Månedsendring (prosent)";-3
"B121 Importerte jordbruksvarer";"2021M10";"12-måneders endring (prosent)";-5,2
"B121 Importerte jordbruksvarer";"2021M10";"Konsumprisindeksen. Vekter";22,8
"B121 Importerte jordbruksvarer";"2021M11";"Konsumprisindeksen (2015=100)";107,6
"B121 Importerte jordbruksvarer";"2021M11";"Månedsendring (prosent)";-0,9
"B121 Importerte jordbruksvarer";"2021M11";"12-måneders endring (prosent)";-4,7
"B121 Importerte jordbruksvarer";"2021M11";"Konsumprisindeksen. Vekter";22,8
"B121 Importerte jordbruksvarer";"2021M12";"Konsumprisindeksen (2015=100)";104,6
"B121 Importerte jordbruksvarer";"2021M12";"Månedsendring (prosent)";-2,8
"B121 Importerte jordbruksvarer";"2021M12";"12-måneders endring (prosent)";-4,2
"B121 Importerte jordbruksvarer";"2021M12";"Konsumprisindeksen. Vekter";22,8
"B121 Importerte jordbruksvarer";"2022M01";"Konsumprisindeksen (2015=100)";106,3
"B121 Importerte jordbruksvarer";"2022M01";"Månedsendring (prosent)";1,6
"B121 Importerte jordbruksvarer";"2022M01";"12-måneders endring (prosent)";-2,3
"B121 Importerte jordbruksvarer";"2022M01";"Konsumprisindeksen. Vekter";23,4
"B121 Importerte jordbruksvarer";"2022M02";"Konsumprisindeksen (2015=100)";112,4
"B121 Importerte jordbruksvarer";"2022M02";"Månedsendring (prosent)";5,7
